"A" "M_bin" "Ycen_noint" "Y_cont_noint" "Y_bin_noint" "Y_count_noint" "cen" "C" "delta"
"1" 0 0 0.0390860974977823 -2.20829355921602 0 4 0.0518777049156222 -0.446287455030639 0
"2" 0 1 0.0518777049156222 -3.15858806051491 0 0 0.0518777049156222 1.31585576177329 1
"3" 0 1 0.0518777049156222 -1.77763413920012 0 2 0.0518777049156222 0.657252486084335 1
"4" 0 0 0.00154701772247454 -2.46961935306361 0 3 0.0518777049156222 -0.931353099435726 0
"5" 0 1 0.0297563432694309 -4.13484284948975 0 4 0.0518777049156222 1.2428210042642 0
"6" 0 0 0.0162659348009771 -4.28057326976474 0 5 0.0518777049156222 0.637232051171049 0
"7" 1 1 0.0518777049156222 -3.37962415629128 0 2 0.0518777049156222 3.43272890031743 1
"8" 0 0 0.0279828900329562 -4.96735621629378 0 4 0.0518777049156222 1.59209119077248 0
"9" 0 0 0.0313331444090456 -3.44407227211511 0 2 0.0518777049156222 0.423799231772482 0
"10" 0 0 0.0259697046648071 -2.40294657152388 0 5 0.0518777049156222 1.40662824016858 0
"11" 1 1 0.0518777049156222 -5.36733295664707 0 1 0.0518777049156222 0.95474536550878 1
"12" 1 1 0.00550089449930269 -3.75741068535573 0 2 0.0518777049156222 1.4409000245021 0
"13" 0 0 0.0518777049156222 -3.47089575792666 0 3 0.0518777049156222 3.23537620196202 1
"14" 0 1 0.0518777049156222 -4.20108642374248 0 5 0.0518777049156222 0.413845156021868 1
"15" 1 1 0.014762611280764 -1.77445139309851 0 2 0.0518777049156222 1.59936024931904 0
"16" 1 0 0.0197440348016834 -2.65081113466904 0 1 0.0518777049156222 2.27423314654812 0
"17" 0 1 0.0354127253332292 -4.29884548446148 0 4 0.0518777049156222 0.0882288457980679 0
"18" 0 1 0.0349319001287187 -1.46491736636042 0 3 0.0518777049156222 -0.375459056648902 0
"19" 0 1 0.0348936779231224 -1.95044330300456 0 2 0.0518777049156222 0.71227313661124 0
"20" 1 1 0.0157893233989546 -1.85503179450353 0 3 0.0518777049156222 1.08148341060439 0
"21" 0 1 0.0111882604538162 -3.01732169288175 0 4 0.0518777049156222 1.33789531393896 0
"22" 1 0 0.050800498328122 -2.75420622054586 0 4 0.0518777049156222 1.56613753891865 0
"23" 0 1 0.0518777049156222 -3.21320583168826 0 1 0.0518777049156222 0.0657770656473022 1
"24" 1 0 0.027013203430679 -3.78148523068835 0 1 0.0518777049156222 2.72676981387394 0
"25" 0 1 0.0465608172648866 -1.99220309961738 0 1 0.0518777049156222 2.58831492647447 0
"26" 0 1 0.00218015868544653 -3.493569010891 0 2 0.0518777049156222 -0.0374466078584299 0
"27" 1 1 0.0518777049156222 -1.34808092646752 0 0 0.0518777049156222 1.36950741973645 1
"28" 1 1 0.0228570813923881 -4.40421707274379 0 1 0.0518777049156222 1.4386581200856 0
"29" 0 0 0.0518777049156222 -4.63600592983719 0 1 0.0518777049156222 0.122003957578962 1
"30" 0 1 0.0264572945489809 -1.49663921536883 0 3 0.0518777049156222 1.76091762834491 0
"31" 0 1 0.0518777049156222 -2.82514416193814 0 4 0.0518777049156222 1.06428198453721 1
"32" 1 1 0.0225787924001684 -3.51548234409701 0 3 0.0518777049156222 3.29847904217297 0
"33" 0 1 0.0198549679961583 -2.06059998061256 0 5 0.0518777049156222 -0.299977981067041 0
"34" 1 1 0.0518777049156222 -2.85142883350334 0 3 0.0518777049156222 -0.0796372313229423 1
"35" 1 1 0.0452862944078127 -2.79369142999959 0 5 0.0518777049156222 2.48832346555083 0
"36" 1 0 0.00910554446555394 -4.25635360380078 0 1 0.0518777049156222 0.769236367942921 0
"37" 0 0 0.0142400090651021 -1.56242188719342 0 1 0.0518777049156222 1.66507385069932 0
"38" 1 1 0.0163253858290907 -1.81554901632019 0 2 0.0518777049156222 -0.160317087247323 0
"39" 1 0 0.0472161326085759 -3.52201896918603 0 1 0.0518777049156222 2.08154085631275 0
"40" 0 0 0.0501552178462788 -2.73577077296223 0 3 0.0518777049156222 1.42421189585585 0
"41" 0 0 0.0352040133167067 -3.72918459493127 0 1 0.0518777049156222 1.77605632604214 0
"42" 1 0 0.0518777049156222 -2.3087411750515 0 1 0.0518777049156222 0.277211282052588 1
"43" 1 0 0.028892377707371 -3.48436411938926 0 5 0.0518777049156222 1.50907541044418 0
"44" 1 1 0.00642533423541098 -3.24946160071231 0 5 0.0518777049156222 1.1546149746384 0
"45" 1 0 0.0159422012131734 -3.94706137381416 0 4 0.0518777049156222 1.30924723934512 0
"46" 0 1 0.0165744494987603 -2.64884391945502 0 3 0.0518777049156222 1.31651369303221 0
"47" 1 1 0.0518777049156222 -1.7215587899892 0 4 0.0518777049156222 1.70767989596264 1
"48" 1 1 0.00227593590398609 -3.91272471839606 0 3 0.0518777049156222 0.537564674215062 0
"49" 0 1 0.0328372588737952 -3.14605627818358 0 3 0.0518777049156222 2.69830274705661 0
"50" 0 1 0.0261928462595857 -3.46858984586216 0 3 0.0518777049156222 0.138014438627116 0
"51" 0 1 0.0124611264058067 -2.44709690500538 0 2 0.0518777049156222 -0.051829643650058 0
"52" 0 0 0.0142561892805222 -4.5583170075009 1 2 0.0518777049156222 1.5315186188611 0
"53" 0 1 0.0323630270203677 -4.15187363426836 0 7 0.0518777049156222 1.07728399345509 0
"54" 0 0 0.0518777049156222 -3.90603239119634 0 2 0.0518777049156222 -0.024841087793726 1
"55" 0 0 0.00742353098864028 -1.8065650902244 0 2 0.0518777049156222 1.14415928902883 0
"56" 0 0 0.0518777049156222 -3.7088003132278 0 0 0.0518777049156222 0.77910376983582 1
"57" 0 1 0.0518777049156222 -3.29742472561004 0 3 0.0518777049156222 0.0226685044773638 1
"58" 0 0 0.00114761847286757 -2.35683386173611 0 2 0.0518777049156222 1.33528023102327 0
"59" 0 1 0.0366552142091546 -2.8013701160701 0 3 0.0518777049156222 2.58736662168407 0
"60" 0 1 0.0319398630722876 -2.7490797056263 0 3 0.0518777049156222 2.26982587399556 0
"61" 0 0 0.0518777049156222 -1.60152888628973 0 1 0.0518777049156222 3.88733301028683 1
"62" 1 0 0.0193778841914053 -3.05551094951139 0 1 0.0518777049156222 1.68323891416978 0
"63" 1 0 0.00403293787139483 -2.7060722817753 0 4 0.0518777049156222 0.323023912485212 0
"64" 1 1 0.0448280137822181 -3.61967237790218 0 4 0.0518777049156222 0.836129566753771 0
"65" 0 1 0.00717915733397378 -3.67629185184411 0 1 0.0518777049156222 1.70961161253956 0
"66" 0 0 0.00295969915725779 -3.2160009110515 0 1 0.0518777049156222 -0.0536691385134165 0
"67" 0 1 0.0518777049156222 -2.17363611582889 0 1 0.0518777049156222 0.0437714979720714 1
"68" 0 1 0.0128516822602145 -2.95102378025491 0 7 0.0518777049156222 0.0548126257842334 0
"69" 0 1 0.0272238805164576 -2.51360691540313 0 0 0.0518777049156222 1.22478844734534 0
"70" 1 1 0.0266229222569607 -2.12393977403755 0 4 0.0518777049156222 1.35945517437962 0
"71" 0 0 0.042681128032037 -2.81343165617491 0 3 0.0518777049156222 0.336289575319682 0
"72" 0 1 0.0518777049156222 -4.22892038957278 0 2 0.0518777049156222 0.873491819639398 1
"73" 0 1 0.049749516687645 -3.21469013280111 0 3 0.0518777049156222 2.64237424330845 0
"74" 1 0 0.0518777049156222 -2.51642118522523 0 4 0.0518777049156222 0.492901518488119 1
"75" 1 1 0.0108967408574057 -2.13243545320024 0 3 0.0518777049156222 0.481512955661477 0
"76" 1 1 0.021675680588944 -4.0491496759277 0 2 0.0518777049156222 2.34365300461022 0
"77" 1 0 0.011830619827356 -3.57384863982354 0 5 0.0518777049156222 1.08748701597367 0
"78" 1 1 0.0518777049156222 -3.5013455910732 0 4 0.0518777049156222 1.53767273698554 1
"79" 1 1 0.0518777049156222 -1.59835975071254 0 1 0.0518777049156222 2.49218637618764 1
"80" 0 1 0.0175696123854054 -3.3250506463274 0 4 0.0518777049156222 1.87679268705494 0
"81" 0 1 0.0518777049156222 -2.39911583249676 0 2 0.0518777049156222 1.49588523790585 1
"82" 0 0 0.0518777049156222 -5.1478180799069 0 3 0.0518777049156222 0.752646080080984 1
"83" 1 1 0.0518777049156222 -3.83740125977017 0 3 0.0518777049156222 0.271222391324561 1
"84" 1 0 0.0518777049156222 -2.85817932232839 0 4 0.0518777049156222 1.87419356303528 1
"85" 0 0 0.0283959808088381 -1.92231603278303 0 5 0.0518777049156222 0.239396960341776 0
"86" 0 1 0.0147910952411339 -0.133010790214114 0 5 0.0518777049156222 1.40291953906706 0
"87" 1 1 0.0470793511375855 -3.73710082050342 0 3 0.0518777049156222 0.468258019266691 0
"88" 0 0 0.0316198126007864 -4.01634387218449 0 4 0.0518777049156222 1.00001193348443 0
"89" 0 0 0.0235764603108346 -2.57242936080886 0 8 0.0518777049156222 1.81817838149496 0
"90" 1 0 0.0127630312463965 -2.12505837623549 0 5 0.0518777049156222 1.26911921014517 0
"91" 1 1 0.0416171115898438 -4.14028742962498 0 5 0.0518777049156222 0.61199885821329 0
"92" 0 1 0.0494258936277476 -3.78370606098494 0 4 0.0518777049156222 0.675241490345427 0
"93" 0 0 0.025178597884303 -1.97746232552624 0 2 0.0518777049156222 2.68000872905028 0
"94" 0 0 0.0142436789585471 -1.2785355492978 0 1 0.0518777049156222 -1.88073555840663 0
"95" 1 0 0.0163970770818186 -0.957643748794127 0 3 0.0518777049156222 1.62213811106563 0
"96" 0 0 0.0310199710119594 -4.62111918629706 0 5 0.0518777049156222 -1.20355233220161 0
"97" 0 1 0.0514462344251534 -3.04440350538262 0 2 0.0518777049156222 0.72730822966925 0
"98" 0 0 0.0208242712163554 -4.23770562958272 0 4 0.0518777049156222 0.0778804609507657 0
"99" 0 0 0.041390569281482 -2.67309688384584 0 1 0.0518777049156222 0.693717330256457 0
"100" 1 1 0.0118083407660285 -3.59716541384945 0 2 0.0518777049156222 3.5365592399809 0
"101" 0 0 0.00863989628993066 -3.12701207863609 0 2 0.0518777049156222 2.93423813758807 0
"102" 0 0 0.00875758548881337 -3.11844782886295 0 4 0.0518777049156222 0.987416363849494 0
"103" 0 0 0.0518777049156222 -2.93046278625511 0 3 0.0518777049156222 -0.251885096515366 1
"104" 0 0 0.0313931538137402 -3.71391002622505 0 3 0.0518777049156222 1.7747961628784 0
"105" 0 0 0.0165492526457677 -3.23984161549411 0 3 0.0518777049156222 1.80388996324477 0
"106" 1 0 0.0518777049156222 -3.3418595150938 0 2 0.0518777049156222 -0.498762352458844 1
"107" 1 0 0.0180895511422988 -2.08457357914541 0 4 0.0518777049156222 1.58585549099404 0
"108" 1 1 0.0510170219919013 -2.8226513902629 0 2 0.0518777049156222 0.15934353762024 0
"109" 0 0 0.0518777049156222 -1.63332439757678 0 4 0.0518777049156222 0.226015654187769 1
