"","A","M_cont","Ycen_int","Y_cont_int","Y_bin_int","Y_count_int","cen","C","delta"
"1",0,1.00960537205573,0.00203010277296641,-2.44009877536907,0,4,0.0673847267736943,-0.446287455030639,0
"2",0,-0.216572034219355,0.028585332998441,-4.46379485232438,0,9,0.0673847267736943,1.31585576177329,0
"3",0,-1.85103428714509,0.0441081953725998,-2.5024633688362,0,2,0.0673847267736943,0.657252486084335,0
"4",0,-1.06357964514972,0.00278986098139879,-4.64478564551916,0,3,0.0673847267736943,-0.931353099435726,0
"5",0,-0.241943637596469,0.0498546654530341,-2.69458224037208,0,3,0.0673847267736943,1.2428210042642,0
"6",0,-1.46013080977719,0.0014609684813852,-2.51794117003842,0,1,0.0673847267736943,0.637232051171049,0
"7",1,0.9796847927273,0.0673847267736943,-3.20115032459391,1,0,0.0673847267736943,3.43272890031743,1
"8",0,-0.483953846960028,0.0388776043404035,-3.85673671296672,0,3,0.0673847267736943,1.59209119077248,0
"9",0,-1.26522787743558,0.0316414003813633,-4.64847603581419,0,4,0.0673847267736943,0.423799231772482,0
"10",0,0.179591677076412,0.0331121794045537,-3.49620682686585,1,2,0.0673847267736943,1.40662824016858,0
"11",1,1.53806400044698,0.016987644574156,-4.36486203452963,0,5,0.0673847267736943,0.95474536550878,0
"12",1,-0.67292908239576,0.000528530217162082,-4.00365950641602,0,3,0.0673847267736943,1.4409000245021,0
"13",0,-1.00586279078252,0.0608655893627185,-2.91860147389075,0,6,0.0673847267736943,3.23537620196202,0
"14",0,-0.994404811351067,0.0275101115306709,-3.08628788920143,0,4,0.0673847267736943,0.413845156021868,0
"15",1,-0.142465440797895,0.00272465243928713,-2.76891622755441,0,1,0.0673847267736943,1.59936024931904,0
"16",1,0.392797770830595,0.0121781916533188,-3.5542085033483,0,3,0.0673847267736943,2.27423314654812,0
"17",0,-1.42269001463937,0.0551117366273455,-3.37023002996302,0,1,0.0673847267736943,0.0882288457980679,0
"18",0,0.0252637225535641,0.00211164811428496,-1.4700700671338,0,2,0.0673847267736943,-0.375459056648902,0
"19",0,0.386181484114776,0.0153017112850091,-3.29241339706719,0,2,0.0673847267736943,0.71227313661124,0
"20",1,-0.513553925515207,0.024606173544694,-1.2163940724431,0,3,0.0673847267736943,1.08148341060439,0
"21",0,-0.899890520390671,0.0195449804106655,-5.66485744008754,0,3,0.0673847267736943,1.33789531393896,0
"22",1,-1.32263586183829,0.0430799520206284,-1.00363210866811,0,8,0.0673847267736943,1.56613753891865,0
"23",0,0.816441291815421,0.0158779053408102,-3.41364430164432,0,1,0.0673847267736943,0.0657770656473022,0
"24",1,0.399856652676683,0.00513818168305945,-4.02422230773091,0,3,0.0673847267736943,2.72676981387394,0
"25",0,0.0430594968493167,0.00690790622371706,-3.5649644399695,0,1,0.0673847267736943,2.58831492647447,0
"26",0,-0.321718552589815,0.041434170613333,-4.48895890346821,0,8,0.0673847267736943,-0.0374466078584299,0
"27",1,0.562207066010408,0.0238460733366763,-3.08477023647507,0,2,0.0673847267736943,1.36950741973645,0
"28",1,-0.28172636131595,0.0454950765737418,-3.70920789221224,0,0,0.0673847267736943,1.4386581200856,0
"29",0,-0.328596239996956,0.0175115364050626,-2.16664167046086,0,1,0.0673847267736943,0.122003957578962,0
"30",0,0.394057782236957,0.0371241315857084,-3.8073789729555,0,7,0.0673847267736943,1.76091762834491,0
"31",0,-0.531245434571903,0.0608371908462726,-4.13134713549142,0,1,0.0673847267736943,1.06428198453721,0
"32",1,0.77100370747981,0.0673847267736943,-2.47344312584042,0,2,0.0673847267736943,3.29847904217297,1
"33",0,-0.971394961573719,0.0264487664168757,-3.39899784123126,0,3,0.0673847267736943,-0.299977981067041,0
"34",1,-2.86492708399236,0.0240849699257221,-3.39722413101521,0,5,0.0673847267736943,-0.0796372313229423,0
"35",1,1.68059974575985,0.0673847267736943,-3.19758889225431,0,3,0.0673847267736943,2.48832346555083,1
"36",1,0.70267069996264,0.0187323297695559,-3.64964916897268,1,3,0.0673847267736943,0.769236367942921,0
"37",0,0.292419026184173,0.0152201726200715,-3.27736392948242,0,8,0.0673847267736943,1.66507385069932,0
"38",1,-1.06133243538093,0.00980244662502845,-2.07271441767345,0,4,0.0673847267736943,-0.160317087247323,0
"39",1,-0.131264156515485,0.0673847267736943,-2.29486835950575,0,2,0.0673847267736943,2.08154085631275,1
"40",0,0.847645897211294,0.019030764561744,-1.13027105903075,0,2,0.0673847267736943,1.42421189585585,0
"41",0,-0.586661670709216,0.0143431351613716,-4.45430372729166,0,2,0.0673847267736943,1.77605632604214,0
"42",1,0.840545414179096,2.37435660605195e-05,-2.58340473005322,0,2,0.0673847267736943,0.277211282052588,0
"43",1,-0.636454835289817,0.0161120239939608,-3.03834840532398,0,3,0.0673847267736943,1.50907541044418,0
"44",1,-1.02670099214622,0.0528366041051601,-3.15314834304356,0,1,0.0673847267736943,1.1546149746384,0
"45",1,-0.118874645446896,0.00832876812498212,-3.00533962717667,0,4,0.0673847267736943,1.30924723934512,0
"46",0,0.40147282741186,0.023878710532812,-1.73070696797419,0,2,0.0673847267736943,1.31651369303221,0
"47",1,-0.148468117419922,0.00748460933024246,-2.55676866379932,0,2,0.0673847267736943,1.70767989596264,0
"48",1,-2.0624223080191,0.0376733865013256,-4.30974930625497,0,1,0.0673847267736943,0.537564674215062,0
"49",0,-0.253789571076481,0.0214519214120138,-1.80371450423194,0,2,0.0673847267736943,2.69830274705661,0
"50",0,1.24009326929306,0.0371185720279586,-3.06906341895004,0,3,0.0673847267736943,0.138014438627116,0
"51",0,-0.0959519260219137,0.012618604352727,-2.19547149211039,0,3,0.0673847267736943,-0.051829643650058,0
"52",0,1.90457999085098,0.00266244416078801,-3.09533843536732,0,3,0.0673847267736943,1.5315186188611,0
"53",0,0.67300215695878,0.043807772970797,-2.97913625574223,0,1,0.0673847267736943,1.07728399345509,0
"54",0,-1.55151854160241,0.0206677982552764,-2.39763314499656,0,2,0.0673847267736943,-0.024841087793726,0
"55",0,0.343221941985184,7.42490282420122e-05,-1.5945026732626,0,3,0.0673847267736943,1.14415928902883,0
"56",0,-1.04409914844836,0.0342336248054575,-1.95649038489786,0,3,0.0673847267736943,0.77910376983582,0
"57",0,0.541480158629266,0.0176824807539944,-4.42566929160786,0,2,0.0673847267736943,0.0226685044773638,0
"58",0,1.39518717062564,0.0031584356877614,-2.51095141257876,0,6,0.0673847267736943,1.33528023102327,0
"59",0,-0.996200677329839,0.0235533394337847,-0.458496928690742,0,2,0.0673847267736943,2.58736662168407,0
"60",0,0.0477043975672168,0.0239610090352562,-3.19490587779878,0,3,0.0673847267736943,2.26982587399556,0
"61",0,-1.31429181315531,0.0673847267736943,-2.58428508601221,0,1,0.0673847267736943,3.88733301028683,1
"62",1,0.331673505887596,0.0673847267736943,-2.74453188516083,0,5,0.0673847267736943,1.68323891416978,1
"63",1,0.499346097590234,0.0174548695617474,-3.40399544210172,0,3,0.0673847267736943,0.323023912485212,0
"64",1,-1.7934512672692,0.0673847267736943,-3.5743113621352,0,2,0.0673847267736943,0.836129566753771,1
"65",0,-0.620257747501996,0.0673847267736943,-3.46186572334844,0,4,0.0673847267736943,1.70961161253956,1
"66",0,0.107840993329368,0.0259283545079664,-4.20403658059892,0,2,0.0673847267736943,-0.0536691385134165,0
"67",0,-0.774258049737671,0.011638447235287,-3.63709235124302,1,3,0.0673847267736943,0.0437714979720714,0
"68",0,0.457991505912122,0.013490884213778,-1.31442095190685,0,1,0.0673847267736943,0.0548126257842334,0
"69",0,0.535924562920899,0.0579041899989091,-4.02072821239214,0,2,0.0673847267736943,1.22478844734534,0
"70",1,-0.141883760815487,0.0242411589409034,-2.26274142055844,0,3,0.0673847267736943,1.35945517437962,0
"71",0,-0.962620580054653,0.0673847267736943,-2.82315827754846,0,2,0.0673847267736943,0.336289575319682,1
"72",0,1.20593456256929,0.0673847267736943,-1.98601910065059,0,2,0.0673847267736943,0.873491819639398,1
"73",0,0.263940669008439,0.0673847267736943,-3.00738778389897,0,1,0.0673847267736943,2.64237424330845,1
"74",1,-0.859092831982859,0.00490652804571341,-3.82510713811655,0,1,0.0673847267736943,0.492901518488119,0
"75",1,0.632122296213988,0.0142953038072746,-4.39822014549745,0,6,0.0673847267736943,0.481512955661477,0
"76",1,0.501362386366534,0.0673847267736943,-2.76405402800453,0,4,0.0673847267736943,2.34365300461022,1
"77",1,-1.14486807963291,0.0118153647353357,-2.95256380347481,0,4,0.0673847267736943,1.08748701597367,0
"78",1,-1.84089743509599,0.0407644795147421,-2.27861866087005,0,7,0.0673847267736943,1.53767273698554,0
"79",1,0.778500607661075,0.0621226908909068,-2.92519835064877,1,2,0.0673847267736943,2.49218637618764,0
"80",0,-1.32048092307082,0.0499915213584427,-1.44681182703282,0,0,0.0673847267736943,1.87679268705494,0
"81",0,1.17052367472541,0.0430531375389029,-3.24566557129246,0,1,0.0673847267736943,1.49588523790585,0
"82",0,0.351603525423843,0.0477966890600594,-2.54782279144751,0,1,0.0673847267736943,0.752646080080984,0
"83",1,0.672074863863936,0.00288004491845748,-1.87465094882229,0,3,0.0673847267736943,0.271222391324561,0
"84",1,0.412355505111587,0.00358835337008742,-4.17343414230444,1,5,0.0673847267736943,1.87419356303528,0
"85",0,0.199541974020456,0.0598942083088699,-3.08395381433334,0,1,0.0673847267736943,0.239396960341776,0
"86",0,-1.16483415049954,0.0231535645767409,-4.17646418391331,0,4,0.0673847267736943,1.40291953906706,0
"87",1,0.424331903792091,0.0538990390786386,-4.46745059449949,0,2,0.0673847267736943,0.468258019266691,0
"88",0,-0.355711475767241,0.0221503928061017,-2.93169534407511,0,5,0.0673847267736943,1.00001193348443,0
"89",0,2.69009037692125,0.0574714918549478,-1.57639098493529,0,3,0.0673847267736943,1.81817838149496,0
"90",1,-0.748010979770403,0.0244221288508218,-2.53418644129478,0,3,0.0673847267736943,1.26911921014517,0
"91",1,0.876459265843607,0.0267342043754722,-2.15497171624637,1,2,0.0673847267736943,0.61199885821329,0
"92",0,-0.0621423543998665,0.0402540857036702,-4.48859247803091,0,0,0.0673847267736943,0.675241490345427,0
"93",0,0.678183767634258,0.0673847267736943,-3.89742855396651,0,4,0.0673847267736943,2.68000872905028,1
"94",0,1.3950841019998,0.0221109272664358,-3.00884003677821,0,1,0.0673847267736943,-1.88073555840663,0
