"","Y_bincc_int","A","M","C","interaction"
"1",0,1,-1.57433079978136,1,-1.57433079978136
"2",0,1,1.35816978797239,1,1.35816978797239
"3",0,1,-0.800276550800845,1,-0.800276550800845
"4",0,1,0.719576872116378,1,0.719576872116378
"5",0,1,-0.169021567231403,0,-0.169021567231403
"6",0,1,-1.21589766087292,0,-1.21589766087292
"7",0,1,0.766787325343175,1,0.766787325343175
"8",0,1,1.66298614449516,1,1.66298614449516
"9",0,1,-1.23319897025282,1,-1.23319897025282
"10",0,1,2.42820889980328,1,2.42820889980328
"11",0,1,0.882361779923527,1,0.882361779923527
"12",0,1,0.332040885746895,1,0.332040885746895
"13",0,1,0.654307252879096,1,0.654307252879096
"14",0,0,-1.50857037167952,0,0
"15",0,1,-1.09737179588293,0,-1.09737179588293
"16",0,1,-0.186238913396083,1,-0.186238913396083
"17",0,1,-2.08924745671704,0,-2.08924745671704
"18",0,1,1.47696763705121,1,1.47696763705121
"19",0,1,0.531878289648627,0,0.531878289648627
"20",0,1,1.35456481657081,0,1.35456481657081
"21",0,1,-0.265950741301175,0,-0.265950741301175
"22",0,1,-0.588578548718881,0,-0.588578548718881
"23",0,1,0.493927581723953,0,0.493927581723953
"24",0,1,-0.331318072031501,1,-0.331318072031501
"25",0,1,0.804121847806709,1,0.804121847806709
"26",0,1,-0.801080518547963,0,-0.801080518547963
"27",0,1,-1.58663874948078,1,-1.58663874948078
"28",0,1,-1.2842404734627,0,-1.2842404734627
"29",0,1,1.20739929614982,0,1.20739929614982
"30",0,1,1.48592331377623,0,1.48592331377623
"31",0,1,-0.513096507894452,1,-0.513096507894452
"32",0,1,-1.1024942750726,0,-1.1024942750726
"33",0,1,-0.0542881187129052,0,-0.0542881187129052
"34",0,0,-1.10501171288532,1,0
"35",0,0,0.0672376451918222,1,0
"36",0,1,-1.15294589476908,0,-1.15294589476908
"37",0,1,0.40478118105966,0,0.40478118105966
"38",0,1,0.339175485666312,1,0.339175485666312
"39",0,1,-1.48018313474625,1,-1.48018313474625
"40",0,0,0.127368525471582,1,0
"41",0,1,0.246235344339877,0,0.246235344339877
"42",0,0,-0.673156306014625,0,0
"43",0,1,-1.5928148066769,0,-1.5928148066769
"44",0,1,0.256246735740213,1,0.256246735740213
"45",0,0,0.459322962416836,1,0
"46",0,0,-0.660786871306234,0,0
"47",0,1,0.473781391161907,0,0.473781391161907
"48",0,1,-0.769669456320102,0,-0.769669456320102
"49",0,1,-2.37814213570582,0,-2.37814213570582
"50",0,1,1.37775533827299,1,1.37775533827299
"51",0,1,0.133869241526636,0,0.133869241526636
"52",0,1,-1.46485263883034,0,-1.46485263883034
"53",0,1,0.845897479835001,1,0.845897479835001
"54",0,1,0.595090105435924,0,0.595090105435924
"55",0,1,1.00677417301282,0,1.00677417301282
"56",0,0,-0.288756632733269,1,0
"57",0,1,-0.481297550352447,0,-0.481297550352447
"58",0,1,-0.866844680976216,0,-0.866844680976216
"59",0,1,0.87428829246735,1,0.87428829246735
"60",0,1,1.69749598503131,0,1.69749598503131
"61",0,1,-0.831241297439361,1,-0.831241297439361
"62",0,1,0.582405685716763,1,0.582405685716763
"63",0,1,-1.01086351670564,0,-1.01086351670564
"64",0,1,0.487100112265127,1,0.487100112265127
"65",0,1,0.975243972013998,0,0.975243972013998
"66",0,1,-0.599620667422273,0,-0.599620667422273
"67",0,1,1.81145731263046,0,1.81145731263046
"68",0,1,-1.85202335955788,1,-1.85202335955788
"69",0,1,0.542338479787684,1,0.542338479787684
"70",0,0,0.309065843457015,1,0
"71",0,0,-0.839504536227725,1,0
"72",0,1,0.63972016383623,0,0.63972016383623
"73",0,0,0.444219241327764,1,0
"74",0,1,0.0239748193004592,1,0.0239748193004592
"75",0,0,2.28214310939778,1,0
"76",0,1,-0.68021222751011,1,-0.68021222751011
"77",0,1,0.00403463689701616,1,0.00403463689701616
"78",0,0,-1.9452953178571,0,0
"79",0,1,1.09983068707306,1,1.09983068707306
"80",0,1,0.70325816050519,0,0.70325816050519
"81",0,1,1.39486870010072,1,1.39486870010072
"82",0,1,-0.522918671227786,1,-0.522918671227786
"83",0,0,0.573914578800878,1,0
"84",0,1,-0.397355712337692,1,-0.397355712337692
"85",0,1,-0.968433214602025,1,-0.968433214602025
"86",0,0,-0.0789185058627534,1,0
"87",0,1,0.344779027643925,0,0.344779027643925
"88",0,1,1.20623021781058,1,1.20623021781058
"89",0,0,0.00629378895220675,0,0
"90",0,0,-1.17652388641545,1,0
"91",0,0,-0.693368756141249,1,0
"92",0,1,1.15622509466533,0,1.15622509466533
"93",0,1,-0.459856055037903,0,-0.459856055037903
"94",0,1,-0.0586409660310107,0,-0.0586409660310107
"95",0,1,0.883387355876102,0,0.883387355876102
"96",0,1,-0.0672285300525544,0,-0.0672285300525544
"97",0,1,0.9204871736698,1,0.9204871736698
"98",0,1,0.746930166712977,1,0.746930166712977
"99",0,0,-0.860642245847722,1,0
"100",0,1,-1.31276540719973,1,-1.31276540719973
"101",0,1,0.823547209482159,0,0.823547209482159
"102",0,1,1.44887075937597,1,1.44887075937597
"103",0,0,0.462728190396178,1,0
"104",0,1,-0.210058598048987,0,-0.210058598048987
"105",0,1,-0.234381643611233,0,-0.234381643611233
"106",0,1,-0.566806680983742,0,-0.566806680983742
"107",0,1,1.02159860322819,1,1.02159860322819
"108",0,1,0.0192252110519303,1,0.0192252110519303
"109",0,1,0.0838578902430835,0,0.0838578902430835
"110",0,0,0.212022539406006,1,0
"111",0,1,-0.763844603606055,0,-0.763844603606055
"112",0,1,1.37913979335182,1,1.37913979335182
"113",0,1,-1.96534205585556,0,-1.96534205585556
"114",0,1,-0.17103126156341,1,-0.17103126156341
"115",0,1,-1.43626510749759,1,-1.43626510749759
"116",0,1,1.77514538882609,0,1.77514538882609
"117",0,1,1.72936191821139,1,1.72936191821139
"118",0,1,-0.0582643337584592,1,-0.0582643337584592
"119",0,1,-0.484014968813671,1,-0.484014968813671
"120",0,0,-0.692440525780172,0,0
"121",0,0,-0.700711628593678,0,0
"122",0,1,1.11459602977554,0,1.11459602977554
"123",0,1,-0.882256498397053,1,-0.882256498397053
