"","A","M_cont","Ycen_noint","Y_cont_noint","Y_bin_noint","Y_count_noint","cen","C","delta"
"1",0,1.00960537205573,0.0347867766219197,-3.61724806554368,0,5,0.0532776662231737,-0.446287455030639,0
"2",0,-0.216572034219355,0.0532776662231737,-3.0638625818442,0,3,0.0532776662231737,1.31585576177329,1
"3",0,-1.85103428714509,0.00711095961022932,-3.78842140734239,0,4,0.0532776662231737,0.657252486084335,0
"4",0,-1.06357964514972,0.0532776662231737,-4.54256131428246,1,2,0.0532776662231737,-0.931353099435726,1
"5",0,-0.241943637596469,0.0524576031556249,-2.6313248211878,0,3,0.0532776662231737,1.2428210042642,0
"6",0,-1.46013080977719,0.00431009438341165,-2.76416722178539,0,4,0.0532776662231737,0.637232051171049,0
"7",1,0.9796847927273,0.0103849074014678,-1.97331422269545,0,4,0.0532776662231737,3.43272890031743,0
"8",0,-0.483953846960028,0.0446337432283281,-3.56523983996972,0,4,0.0532776662231737,1.59209119077248,0
"9",0,-1.26522787743558,0.0532776662231737,-4.21270468807678,0,3,0.0532776662231737,0.423799231772482,1
"10",0,0.179591677076412,0.00642620191612774,-5.24038464370295,0,3,0.0532776662231737,1.40662824016858,0
"11",1,1.53806400044698,0.0532776662231737,-3.72028001010259,0,1,0.0532776662231737,0.95474536550878,1
"12",1,-0.67292908239576,0.0386439653662669,-2.47978943845458,0,4,0.0532776662231737,1.4409000245021,0
"13",0,-1.00586279078252,0.0155161839817306,-2.70369500522058,1,5,0.0532776662231737,3.23537620196202,0
"14",0,-0.994404811351067,0.00681079228016562,-3.51514891277501,0,3,0.0532776662231737,0.413845156021868,0
"15",1,-0.142465440797895,0.00200139262957476,-2.81097385405081,0,2,0.0532776662231737,1.59936024931904,0
"16",1,0.392797770830595,0.0271340466877208,-1.98415319507862,0,1,0.0532776662231737,2.27423314654812,0
"17",0,-1.42269001463937,0.0301656486758033,-3.29579850241716,0,9,0.0532776662231737,0.0882288457980679,0
"18",0,0.0252637225535641,0.0282696420020246,-2.15063575776965,0,4,0.0532776662231737,-0.375459056648902,0
"19",0,0.386181484114776,0.0121709204688438,-3.15300391720236,0,5,0.0532776662231737,0.71227313661124,0
"20",1,-0.513553925515207,0.00749173704304684,-3.82174090114988,0,2,0.0532776662231737,1.08148341060439,0
"21",0,-0.899890520390671,0.0532776662231737,-4.05885779880372,0,5,0.0532776662231737,1.33789531393896,1
"22",1,-1.32263586183829,0.00727756660450548,-2.83088391724603,0,3,0.0532776662231737,1.56613753891865,0
"23",0,0.816441291815421,0.0465264292536531,-3.08917039552753,0,4,0.0532776662231737,0.0657770656473022,0
