"A" "M_cont" "Ycen_int" "Y_cont_int" "Y_bin_int" "Y_count_int" "cen" "C" "delta"
"1" 0 -0.492753327326915 0.0419991550357994 -2.81556533966887 0 5 0.0534931759157185 1.42709994737355 0
"2" 0 1.15383933669134 0.00705276277196553 -1.22842731424613 0 1 0.0534931759157185 0.768598555917843 0
"3" 0 -0.481762580467807 0.0357397293119543 -5.83001255089551 0 7 0.0534931759157185 1.40399308824373 0
"4" 0 -0.293179480541732 0.0116221391139021 -3.4565293635726 0 3 0.0534931759157185 0.45007847128902 0
"5" 0 -0.263358355213962 0.0330639640889249 -3.63820216962593 0 3 0.0534931759157185 0.30685960381358 0
"6" 0 1.53836938208649 0.0463823066072814 -2.8017525789937 0 1 0.0534931759157185 -0.372565175096797 0
"7" 1 0.230612671269295 0.00318917686213859 -2.03019797422709 1 4 0.0534931759157185 0.922578690491061 0
"8" 0 0.174475487436514 0.0280004157096957 -3.90256627546023 0 2 0.0534931759157185 0.89395416491228 0
"9" 0 1.11290915786786 0.0411265665093829 -3.66109777561992 0 3 0.0534931759157185 1.44066521478613 0
"10" 0 -0.513218181900366 0.03148409244277 -4.76374433052736 0 2 0.0534931759157185 0.715095425763123 0
"11" 1 1.28864221110661 0.00653546819257728 -1.20113754325053 0 1 0.0534931759157185 1.63017407418313 0
"12" 1 0.418695907461994 0.00716488736292807 -2.12878319267963 1 0 0.0534931759157185 -0.60761340579032 0
"13" 0 -2.85871942622222 0.0534931759157185 -2.61725736619148 0 5 0.0534931759157185 0.0845502760426293 1
"14" 0 -1.00794277244537 0.0534931759157185 -4.54513241515112 0 3 0.0534931759157185 -0.584764415956269 1
"15" 1 1.79558176780808 0.033884629580071 -1.2427851255216 0 1 0.0534931759157185 -0.115796811000085 0
"16" 1 1.99580798467781 0.00167851146541004 -4.10481917251589 0 1 0.0534931759157185 1.68572803311131 0
"17" 0 0.59876413294529 0.0196106077830794 -3.73332906406034 0 7 0.0534931759157185 2.13508763383058 0
"18" 0 0.960327837174065 0.0182223619640333 -2.1950594166602 0 0 0.0534931759157185 2.09280919355302 0
"19" 0 -3.32648541826284 0.0534931759157185 -3.20121828429978 0 1 0.0534931759157185 -0.0839065442870499 1
"20" 1 0.667671048298918 0.0534931759157185 -3.50274328342011 0 3 0.0534931759157185 0.0435411738387445 1
"21" 0 -1.04120287723066 0.0534931759157185 -4.56968277073957 1 4 0.0534931759157185 -0.613346849337158 1
"22" 1 0.351175935440529 0.0114640970051608 -1.08191290717492 0 1 0.0534931759157185 1.99794902251801 0
"23" 0 0.502333302007684 0.0452311128112896 -3.45276147842507 0 7 0.0534931759157185 1.801066684137 0
