"A" "M_cont" "Ycen_int" "Y_cont_int" "Y_bin_int" "Y_count_int" "cen" "C" "delta"
"1" 0 -0.492753327326915 0.0215023392809845 -4.21544086190002 0 5 0.0668089931274398 1.42709994737355 0
"2" 0 1.15383933669134 0.0668089931274398 -4.41123019920168 0 4 0.0668089931274398 0.768598555917843 1
"3" 0 -0.481762580467807 0.0668089931274398 -2.47960749114618 0 0 0.0668089931274398 1.40399308824373 1
"4" 0 -0.293179480541732 0.0332222792026243 -3.68515806041997 0 1 0.0668089931274398 0.45007847128902 0
"5" 0 -0.263358355213962 0.0415258453424866 -2.15312274381143 0 1 0.0668089931274398 0.30685960381358 0
"6" 0 1.53836938208649 0.0191395913113809 -1.66682253010182 0 4 0.0668089931274398 -0.372565175096797 0
"7" 1 0.230612671269295 0.0234233088581788 -4.47684622981524 0 5 0.0668089931274398 0.922578690491061 0
"8" 0 0.174475487436514 0.00161701985911306 -1.63063082233738 0 4 0.0668089931274398 0.89395416491228 0
"9" 0 1.11290915786786 0.0473336346961449 -2.5792617406908 0 4 0.0668089931274398 1.44066521478613 0
"10" 0 -0.513218181900366 0.0120611351209414 -2.71600580389294 0 3 0.0668089931274398 0.715095425763123 0
"11" 1 1.28864221110661 0.0162305582057899 -2.06764178413148 0 2 0.0668089931274398 1.63017407418313 0
"12" 1 0.418695907461994 0.0668089931274398 -4.22492281435365 0 3 0.0668089931274398 -0.60761340579032 1
"13" 0 -2.85871942622222 0.0418169229591052 -1.32809549938974 1 3 0.0668089931274398 0.0845502760426293 0
"14" 0 -1.00794277244537 0.0434382843630365 -3.79054341202872 0 6 0.0668089931274398 -0.584764415956269 0
"15" 1 1.79558176780808 0.0228058475791428 -2.48392492443775 0 3 0.0668089931274398 -0.115796811000085 0
"16" 1 1.99580798467781 0.0256425989904414 -1.25096610809641 0 3 0.0668089931274398 1.68572803311131 0
"17" 0 0.59876413294529 0.00761318551503793 -4.44628602611436 0 4 0.0668089931274398 2.13508763383058 0
"18" 0 0.960327837174065 0.0668089931274398 -2.77282079829638 0 5 0.0668089931274398 2.09280919355302 1
"19" 0 -3.32648541826284 0.0102817159687867 -2.59964615293082 0 6 0.0668089931274398 -0.0839065442870499 0
"20" 1 0.667671048298918 0.0465700276331878 -2.69951523415664 0 1 0.0668089931274398 0.0435411738387445 0
"21" 0 -1.04120287723066 0.000882299317239609 -3.70159179368013 0 3 0.0668089931274398 -0.613346849337158 0
"22" 1 0.351175935440529 0.00654672136460943 -2.72281029895406 0 3 0.0668089931274398 1.99794902251801 0
"23" 0 0.502333302007684 0.0128775039355152 -1.66676180454864 0 3 0.0668089931274398 1.801066684137 0
"24" 1 0.772754456073457 0.00223865109307593 -1.89538465711003 0 3 0.0668089931274398 1.8201047760212 0
"25" 0 1.05146833628382 0.0263178260002117 -3.95969587615913 0 1 0.0668089931274398 0.907206235377292 0
"26" 0 -1.50872734313516 0.0668089931274398 -4.21522182347257 0 4 0.0668089931274398 0.687748142337789 1
"27" 1 -0.627960563998452 0.0332477522572305 -3.25845335810697 0 4 0.0668089931274398 2.93903076500336 0
"28" 1 -1.11053462305237 0.053164718738594 -1.57551287395133 0 5 0.0668089931274398 0.319515920143305 0
"29" 0 -0.620460073672522 0.00809306095104954 -1.96918462111675 0 7 0.0668089931274398 0.950920794601604 0
"30" 0 -0.0591449368255169 0.00203898223152912 -3.38647088183544 0 4 0.0668089931274398 1.12000937081117 0
"31" 0 0.742656840752329 0.0359714361659496 -2.5012112507657 0 3 0.0668089931274398 -0.308588787887879 0
"32" 1 0.210762126327148 0.0467682931018015 -3.12183592395035 0 0 0.0668089931274398 1.59255501738923 0
"33" 0 -1.9461963254001 0.0105383875156449 -4.26788161816521 0 1 0.0668089931274398 -0.0403843740072645 0
"34" 1 -0.129013404527557 0.0668089931274398 -4.68469287265809 0 5 0.0668089931274398 -0.195258393896444 1
"35" 1 0.179798056285442 0.0645227332435862 -4.62596147817137 0 5 0.0668089931274398 -0.835423309976087 0
"36" 1 -0.602949682745164 0.0668089931274398 -2.56054491159742 0 2 0.0668089931274398 1.09616533076723 1
"37" 0 -0.64343446326612 0.013172010598808 -2.70413047462 0 4 0.0668089931274398 1.19065479294453 0
"38" 1 -0.0978401962251635 0.00256911696402615 -5.04189079727439 0 2 0.0668089931274398 1.36148211784239 0
"39" 1 -0.239505658389782 0.0668089931274398 -1.53775033029059 0 3 0.0668089931274398 1.93399699763769 1
"40" 0 1.12466627621628 0.0458956941881816 -2.25889851486912 0 7 0.0668089931274398 0.147082491852023 0
"41" 0 0.0777801323574493 0.0193225305555992 -2.41848254154003 0 2 0.0668089931274398 0.616968875396162 0
"42" 1 -0.193079460900025 0.0668089931274398 -4.11829685193104 0 6 0.0668089931274398 1.12037628525467 1
"43" 1 2.20923288709493 0.0394045827510173 -4.0333921023298 1 1 0.0668089931274398 1.93073100234741 0
"44" 1 0.307980580283213 0.00247034030669987 -1.58163373802134 0 5 0.0668089931274398 1.15253204734302 0
"45" 1 0.211615912999552 0.0668089931274398 -5.13951164262981 0 2 0.0668089931274398 3.280282024176 1
"46" 0 -1.35634367180547 0.00605333228546119 -1.84775095322359 0 3 0.0668089931274398 2.33701597866434 0
"47" 1 -0.139081737202623 0.00837399349212462 -2.21814265605504 0 3 0.0668089931274398 0.354500165955198 0
"48" 1 0.0375068067913622 0.00614674413359726 -3.65014226151192 0 1 0.0668089931274398 0.885664690174129 0
"49" 0 -1.47442808166677 0.0668089931274398 -4.24947581938764 0 5 0.0668089931274398 0.417976452899721 1
"50" 0 -0.772544365537111 0.0668089931274398 -3.47948926906635 0 4 0.0668089931274398 -0.70285947477036 1
"51" 0 0.681392726980522 0.0029133980463167 -3.58149399556989 0 1 0.0668089931274398 0.737638180382835 0
"52" 0 0.45444002685829 0.00520841528204482 -3.81289791815077 0 4 0.0668089931274398 0.84339349067095 0
